8,8,8,8,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,1,6,1,0,0,,,,,,,,0,0,0,0
5,1,0,0,1,6,1,0,0,,,,,,,,0,,0,0
5,1,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,,0,0
5,1,1,1,1,6,1,1,1,1,1,1,1,1,1,0,0,,0,0
5,7,7,7,7,0,0,0,3,0,3,0,3,0,1,0,0,,0,0
1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,7,7,7,7,7,7,7,1,0,0,0,0,0
0,0,0,0,0,0,0,7,7,7,7,7,7,7,1,0,0,0,0,0
